route_type,seller_orders,avg_distance_km,avg_delivery_days,late_rate,avg_review_score,low_review_rate,avg_freight_share
cross_state,61767,851.8615764959222,15.033879346705321,0.08995094467919763,4.076283991991409,0.14689073453462204,0.22802206760087093
same_state,34907,153.8240232526882,7.908218398751956,0.059357721946887446,4.2463211772232885,0.10949093305067752,0.17567872934898593
