customers,observed_repeat_customers,observed_repeat_customer_rate,eligible_customers_90d,repeat_customers_within_90d,repeat_rate_within_90d,median_days_to_second_purchase
93358,2801,0.03000278497825575,75320,1714,0.022756240042485394,28.980196759259258
